title,description,subjects,source,content,subjects_clean,text,score
The Monk Who Sold His Ferrari,"Includes a bonus excerpt of Robin Sharma's upcoming The Secret Letters of the Monk Who Sold His Ferrari.

With more than four million copies sold in fifty-one languages, The Monk Who Sold His Ferrari launched a bestselling series and continues to help people from every walk of life live with far greater success, happiness and meaning in these times of dramatic uncertainty.

The Monk Who Sold His Ferrari celebrates the story of Julian Mantle, a successful but misguided lawyer whose physical and emotional collapse propels him to confront his life. The result is an engaging odyssey on how to release your potential and live with passion, purpose and peace.

A brilliant blend of timeless wisdom and cutting-edge success principles, The Monk Who Sold His Ferrari is now, more than ever, a guide for the times, as countless Canadians dedicate themselves to living a life where family, work and personal fulfillment are achieved in harmonious balance.","['Self-realization', 'Self-actualization (psychology)', 'Fiction, visionary & metaphysical', 'Fiction', 'Conduct of life', 'Success', 'Éxito', 'Actualización de si mismo (Psicología)', 'Fables', 'Conducta (Ética)', 'Fábulas', 'Realización de sí mismo', 'Ficción', 'Succes', 'Large type books', 'Family', 'Parenting', 'Self help', 'Spiritual life', 'Life change events', 'Réalisation de soi', 'Romans, nouvelles', 'Morale pratique', 'Succès']",api,"The Monk Who Sold His Ferrari Includes a bonus excerpt of Robin Sharma's upcoming The Secret Letters of the Monk Who Sold His Ferrari.

With more than four million copies sold in fifty-one languages, The Monk Who Sold His Ferrari launched a bestselling series and continues to help people from every walk of life live with far greater success, happiness and meaning in these times of dramatic uncertainty.

The Monk Who Sold His Ferrari celebrates the story of Julian Mantle, a successful but misguided lawyer whose physical and emotional collapse propels him to confront his life. The result is an engaging odyssey on how to release your potential and live with passion, purpose and peace.

A brilliant blend of timeless wisdom and cutting-edge success principles, The Monk Who Sold His Ferrari is now, more than ever, a guide for the times, as countless Canadians dedicate themselves to living a life where family, work and personal fulfillment are achieved in harmonious balance. ['Self-realization', 'Self-actualization (psychology)', 'Fiction, visionary & metaphysical', 'Fiction', 'Conduct of life', 'Success', 'Éxito', 'Actualización de si mismo (Psicología)', 'Fables', 'Conducta (Ética)', 'Fábulas', 'Realización de sí mismo', 'Ficción', 'Succes', 'Large type books', 'Family', 'Parenting', 'Self help', 'Spiritual life', 'Life change events', 'Réalisation de soi', 'Romans, nouvelles', 'Morale pratique', 'Succès']","['self-realization', 'self-actualization (psychology)', 'fiction, visionary & metaphysical', 'fiction', 'conduct of life', 'success', 'éxito', 'actualización de si mismo (psicología)', 'fables', 'conducta (ética)', 'fábulas', 'realización de sí mismo', 'ficción', 'succes', 'large type books', 'family', 'parenting', 'self help', 'spiritual life', 'life change events', 'réalisation de soi', 'romans, nouvelles', 'morale pratique', 'succès']","the monk who sold his ferrari includes a bonus excerpt of robin sharma's upcoming the secret letters of the monk who sold his ferrari.

with more than four million copies sold in fifty-one languages, the monk who sold his ferrari launched a bestselling series and continues to help people from every walk of life live with far greater success, happiness and meaning in these times of dramatic uncertainty.

the monk who sold his ferrari celebrates the story of julian mantle, a successful but misguided lawyer whose physical and emotional collapse propels him to confront his life. the result is an engaging odyssey on how to release your potential and live with passion, purpose and peace.

a brilliant blend of timeless wisdom and cutting-edge success principles, the monk who sold his ferrari is now, more than ever, a guide for the times, as countless canadians dedicate themselves to living a life where family, work and personal fulfillment are achieved in harmonious balance. ['self-realization', 'self-actualization (psychology)', 'fiction, visionary & metaphysical', 'fiction', 'conduct of life', 'success', 'éxito', 'actualización de si mismo (psicología)', 'fables', 'conducta (ética)', 'fábulas', 'realización de sí mismo', 'ficción', 'succes', 'large type books', 'family', 'parenting', 'self help', 'spiritual life', 'life change events', 'réalisation de soi', 'romans, nouvelles', 'morale pratique', 'succès']",5
The Secret,"Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it. In this book, you'll learn how to use The Secret in every aspect of your life - money, health, relationships, happiness, and in every interaction you have in the world. You'll begin to understand the hidden, untapped power that's within you, and this revelation can bring joy to every aspect of your life. The Secret contains wisdom from modern-day teachers - men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of The Secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible.","['the Law of Attraction', 'positive thinking', 'New Thought', 'Success', 'Psychological aspects of Success', 'Psychological aspects', 'Self-actualization (Psychology)', 'Happiness', 'Self Help', 'Mind & Spirit / Personal Transformation""""', 'New Age Movement', 'Personal Guidance', 'Body, Mind & Spirit', 'Adult Nonfiction']",api,"The Secret Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come together in an incredible revelation that will be life-transforming for all who experience it. In this book, you'll learn how to use The Secret in every aspect of your life - money, health, relationships, happiness, and in every interaction you have in the world. You'll begin to understand the hidden, untapped power that's within you, and this revelation can bring joy to every aspect of your life. The Secret contains wisdom from modern-day teachers - men and women who have used it to achieve health, wealth, and happiness. By applying the knowledge of The Secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible. ['the Law of Attraction', 'positive thinking', 'New Thought', 'Success', 'Psychological aspects of Success', 'Psychological aspects', 'Self-actualization (Psychology)', 'Happiness', 'Self Help', 'Mind & Spirit / Personal Transformation""""', 'New Age Movement', 'Personal Guidance', 'Body, Mind & Spirit', 'Adult Nonfiction']","['the law of attraction', 'positive thinking', 'new thought', 'success', 'psychological aspects of success', 'psychological aspects', 'self-actualization (psychology)', 'happiness', 'self help', 'mind & spirit / personal transformation""""', 'new age movement', 'personal guidance', 'body, mind & spirit', 'adult nonfiction']","the secret fragments of a great secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. for the first time, all the pieces of the secret come together in an incredible revelation that will be life-transforming for all who experience it. in this book, you'll learn how to use the secret in every aspect of your life - money, health, relationships, happiness, and in every interaction you have in the world. you'll begin to understand the hidden, untapped power that's within you, and this revelation can bring joy to every aspect of your life. the secret contains wisdom from modern-day teachers - men and women who have used it to achieve health, wealth, and happiness. by applying the knowledge of the secret, they bring to light compelling stories of eradicating disease, acquiring massive wealth, overcoming obstacles, and achieving what many would regard as impossible. ['the law of attraction', 'positive thinking', 'new thought', 'success', 'psychological aspects of success', 'psychological aspects', 'self-actualization (psychology)', 'happiness', 'self help', 'mind & spirit / personal transformation""""', 'new age movement', 'personal guidance', 'body, mind & spirit', 'adult nonfiction']",3
The Power of Focused Thinking,"Ben shu fen wei qi ge bu fen, Fen wei bai se si kao mao, Hong se si kao mao, Hei se si kao mao, Huang se si kao mao, Lü se si kao mao he lan se si kao mao.","['Creative ability', 'Thought and thinking', 'Problem solving', 'Creative thinking', 'Reasoning', 'Pensée', 'Denken', 'Thinking', 'Creativity', 'Résolution de problème', 'Creative ability in business', 'Education', 'Decision-making & problem solving', 'Bf441 .d385 1999', 'Bf 455 d287 1985', 'Creativeness', 'Tong su dou wu .', 'Si wei fang fa', 'Chuang zao xing si wei', 'Self help', 'Psychology']",api,"The Power of Focused Thinking Ben shu fen wei qi ge bu fen, Fen wei bai se si kao mao, Hong se si kao mao, Hei se si kao mao, Huang se si kao mao, Lü se si kao mao he lan se si kao mao. ['Creative ability', 'Thought and thinking', 'Problem solving', 'Creative thinking', 'Reasoning', 'Pensée', 'Denken', 'Thinking', 'Creativity', 'Résolution de problème', 'Creative ability in business', 'Education', 'Decision-making & problem solving', 'Bf441 .d385 1999', 'Bf 455 d287 1985', 'Creativeness', 'Tong su dou wu .', 'Si wei fang fa', 'Chuang zao xing si wei', 'Self help', 'Psychology']","['creative ability', 'thought and thinking', 'problem solving', 'creative thinking', 'reasoning', 'pensée', 'denken', 'thinking', 'creativity', 'résolution de problème', 'creative ability in business', 'education', 'decision-making & problem solving', 'bf441 .d385 1999', 'bf 455 d287 1985', 'creativeness', 'tong su dou wu .', 'si wei fang fa', 'chuang zao xing si wei', 'self help', 'psychology']","the power of focused thinking ben shu fen wei qi ge bu fen, fen wei bai se si kao mao, hong se si kao mao, hei se si kao mao, huang se si kao mao, lü se si kao mao he lan se si kao mao. ['creative ability', 'thought and thinking', 'problem solving', 'creative thinking', 'reasoning', 'pensée', 'denken', 'thinking', 'creativity', 'résolution de problème', 'creative ability in business', 'education', 'decision-making & problem solving', 'bf441 .d385 1999', 'bf 455 d287 1985', 'creativeness', 'tong su dou wu .', 'si wei fang fa', 'chuang zao xing si wei', 'self help', 'psychology']",3
嫌われる勇気,"*""The Courage to Be Disliked,* already an enormous bestseller in Asia with more than 3.5 million copies sold, demonstrates how to unlock the power within yourself to be the person you truly want to be. Using the theories of Alfred Adler, one of the three giants of twentieth century psychology, *The Courage to Be Disliked* follows an illuminating conversation between a philosopher and a young man. The philosopher explains to his pupil how each of us is able to determine our own life, free from the shackles of past experiences, doubts, and the expectations of others. It's a way of thinking that is deeply liberating, allowing us to develop the courage to change, and to ignore the limitations that we and other people have placed on us. The result is a book that is both highly accessible and profound in its importance. Millions have already read and benefitted from its wisdom. This truly life-changing book will help you declutter your mind of harmful thoughts and attitudes, helping you to make a lasting change, achieve real happiness, and find success""--

*""The Life-Changing Magic of Tidying Up* for the mind, *The Courage to Be Disliked* is the Japanese phenomenon that shows you how to free yourself from the shackles of past experiences and others' expectations to achieve real happiness""--","['Adlerian psychology', 'Self-actualization (Psychology)', 'Conduct of life', 'Thought and thinking', 'happiness', 'motivational', 'free will and determinism', 'Self-acceptance', 'Adler, alfred, 1870-1937', 'Self-help', 'psychology', 'philosophy', 'personal development', 'self-esteem', 'interpersonal relationships', 'psychotherapy', 'life lessons', 'personal growth', 'Psychoanalysis', 'Self Help', 'Nonfiction', 'Mental Health', 'Business', 'Leadership']",api,"嫌われる勇気 *""The Courage to Be Disliked,* already an enormous bestseller in Asia with more than 3.5 million copies sold, demonstrates how to unlock the power within yourself to be the person you truly want to be. Using the theories of Alfred Adler, one of the three giants of twentieth century psychology, *The Courage to Be Disliked* follows an illuminating conversation between a philosopher and a young man. The philosopher explains to his pupil how each of us is able to determine our own life, free from the shackles of past experiences, doubts, and the expectations of others. It's a way of thinking that is deeply liberating, allowing us to develop the courage to change, and to ignore the limitations that we and other people have placed on us. The result is a book that is both highly accessible and profound in its importance. Millions have already read and benefitted from its wisdom. This truly life-changing book will help you declutter your mind of harmful thoughts and attitudes, helping you to make a lasting change, achieve real happiness, and find success""--

*""The Life-Changing Magic of Tidying Up* for the mind, *The Courage to Be Disliked* is the Japanese phenomenon that shows you how to free yourself from the shackles of past experiences and others' expectations to achieve real happiness""-- ['Adlerian psychology', 'Self-actualization (Psychology)', 'Conduct of life', 'Thought and thinking', 'happiness', 'motivational', 'free will and determinism', 'Self-acceptance', 'Adler, alfred, 1870-1937', 'Self-help', 'psychology', 'philosophy', 'personal development', 'self-esteem', 'interpersonal relationships', 'psychotherapy', 'life lessons', 'personal growth', 'Psychoanalysis', 'Self Help', 'Nonfiction', 'Mental Health', 'Business', 'Leadership']","['adlerian psychology', 'self-actualization (psychology)', 'conduct of life', 'thought and thinking', 'happiness', 'motivational', 'free will and determinism', 'self-acceptance', 'adler, alfred, 1870-1937', 'self-help', 'psychology', 'philosophy', 'personal development', 'self-esteem', 'interpersonal relationships', 'psychotherapy', 'life lessons', 'personal growth', 'psychoanalysis', 'self help', 'nonfiction', 'mental health', 'business', 'leadership']","嫌われる勇気 *""the courage to be disliked,* already an enormous bestseller in asia with more than 3.5 million copies sold, demonstrates how to unlock the power within yourself to be the person you truly want to be. using the theories of alfred adler, one of the three giants of twentieth century psychology, *the courage to be disliked* follows an illuminating conversation between a philosopher and a young man. the philosopher explains to his pupil how each of us is able to determine our own life, free from the shackles of past experiences, doubts, and the expectations of others. it's a way of thinking that is deeply liberating, allowing us to develop the courage to change, and to ignore the limitations that we and other people have placed on us. the result is a book that is both highly accessible and profound in its importance. millions have already read and benefitted from its wisdom. this truly life-changing book will help you declutter your mind of harmful thoughts and attitudes, helping you to make a lasting change, achieve real happiness, and find success""--

*""the life-changing magic of tidying up* for the mind, *the courage to be disliked* is the japanese phenomenon that shows you how to free yourself from the shackles of past experiences and others' expectations to achieve real happiness""-- ['adlerian psychology', 'self-actualization (psychology)', 'conduct of life', 'thought and thinking', 'happiness', 'motivational', 'free will and determinism', 'self-acceptance', 'adler, alfred, 1870-1937', 'self-help', 'psychology', 'philosophy', 'personal development', 'self-esteem', 'interpersonal relationships', 'psychotherapy', 'life lessons', 'personal growth', 'psychoanalysis', 'self help', 'nonfiction', 'mental health', 'business', 'leadership']",4
The Definitive Book of Body Language,This book isolates and examines each component of body language and gesture and makes you more aware of your own non-verbal cues and signals and demonstrates how people communicate with each other using them.,"['Body language', 'Psychology of Movement', 'Shen ti yu yan', 'Nonfiction', 'Psychology', 'Self-Improvement', 'Kinesics', 'Social Psychology', 'Nonverbal Communication', 'Interpersonal Relations', 'Self-Help / General', 'Applied Psychology', 'Expresión corporal', 'Self help']",api,"The Definitive Book of Body Language This book isolates and examines each component of body language and gesture and makes you more aware of your own non-verbal cues and signals and demonstrates how people communicate with each other using them. ['Body language', 'Psychology of Movement', 'Shen ti yu yan', 'Nonfiction', 'Psychology', 'Self-Improvement', 'Kinesics', 'Social Psychology', 'Nonverbal Communication', 'Interpersonal Relations', 'Self-Help / General', 'Applied Psychology', 'Expresión corporal', 'Self help']","['body language', 'psychology of movement', 'shen ti yu yan', 'nonfiction', 'psychology', 'self-improvement', 'kinesics', 'social psychology', 'nonverbal communication', 'interpersonal relations', 'self-help / general', 'applied psychology', 'expresión corporal', 'self help']","the definitive book of body language this book isolates and examines each component of body language and gesture and makes you more aware of your own non-verbal cues and signals and demonstrates how people communicate with each other using them. ['body language', 'psychology of movement', 'shen ti yu yan', 'nonfiction', 'psychology', 'self-improvement', 'kinesics', 'social psychology', 'nonverbal communication', 'interpersonal relations', 'self-help / general', 'applied psychology', 'expresión corporal', 'self help']",2
God and the evolving universe,"In a world racked by violence and conflict, James Redfield and Michael Murphy-leading cocreators of today's spiritual boom-present a message of hope and a vision for the future.It is no accident, they argue, that the twentieth and early twenty-first centuries have witnessed a revolution in new human capacities. Daily we hear and read about supernormal athletic feats; clairvoyant perception; lives transformed by meditative practices; healing through prayer-and we ourselves experience these things.The authors contend that thousands of years of human striving have delivered us to this very moment, in which each act of self-development is creating a new stage in planetary evolution-and the emergence of a human species possessed of vastly expanded potential.","['Evolution', 'Consciousness', 'Teleology', 'Cosmology', 'Nonfiction', 'Human beings', 'Religion & Spirituality', 'New Age', 'Body, Mind & Spirit', 'Alternate Spirituality', 'Spirituality - General', 'Prophecy', 'Religion and theology', 'How-to and do-it-yourself', 'Self help', 'Human evolution', 'Self-actualization (psychology)', 'Spiritual life', 'Conscience']",api,"God and the evolving universe In a world racked by violence and conflict, James Redfield and Michael Murphy-leading cocreators of today's spiritual boom-present a message of hope and a vision for the future.It is no accident, they argue, that the twentieth and early twenty-first centuries have witnessed a revolution in new human capacities. Daily we hear and read about supernormal athletic feats; clairvoyant perception; lives transformed by meditative practices; healing through prayer-and we ourselves experience these things.The authors contend that thousands of years of human striving have delivered us to this very moment, in which each act of self-development is creating a new stage in planetary evolution-and the emergence of a human species possessed of vastly expanded potential. ['Evolution', 'Consciousness', 'Teleology', 'Cosmology', 'Nonfiction', 'Human beings', 'Religion & Spirituality', 'New Age', 'Body, Mind & Spirit', 'Alternate Spirituality', 'Spirituality - General', 'Prophecy', 'Religion and theology', 'How-to and do-it-yourself', 'Self help', 'Human evolution', 'Self-actualization (psychology)', 'Spiritual life', 'Conscience']","['evolution', 'consciousness', 'teleology', 'cosmology', 'nonfiction', 'human beings', 'religion & spirituality', 'new age', 'body, mind & spirit', 'alternate spirituality', 'spirituality - general', 'prophecy', 'religion and theology', 'how-to and do-it-yourself', 'self help', 'human evolution', 'self-actualization (psychology)', 'spiritual life', 'conscience']","god and the evolving universe in a world racked by violence and conflict, james redfield and michael murphy-leading cocreators of today's spiritual boom-present a message of hope and a vision for the future.it is no accident, they argue, that the twentieth and early twenty-first centuries have witnessed a revolution in new human capacities. daily we hear and read about supernormal athletic feats; clairvoyant perception; lives transformed by meditative practices; healing through prayer-and we ourselves experience these things.the authors contend that thousands of years of human striving have delivered us to this very moment, in which each act of self-development is creating a new stage in planetary evolution-and the emergence of a human species possessed of vastly expanded potential. ['evolution', 'consciousness', 'teleology', 'cosmology', 'nonfiction', 'human beings', 'religion & spirituality', 'new age', 'body, mind & spirit', 'alternate spirituality', 'spirituality - general', 'prophecy', 'religion and theology', 'how-to and do-it-yourself', 'self help', 'human evolution', 'self-actualization (psychology)', 'spiritual life', 'conscience']",2
Girlosophy,"“Girlosophy” is a new way of thinking about life that captures the spirit of being a woman in the 21st century. This book is a blueprint for young women seeking to find their own individual truth. It explains all a person needs to know to become a “girlosopher”: an open heart and an open mind, a direct and honest approach, the courage to fail, and an understanding of the spirit within. Yoga, meditation, and karma are all noted as essential to re-centering one’s mind and giving young women a spiritual base from which to work. This new philosophy for girls is designed to help them take charge of their destiny and achieve their full potential. Illustrated with vivid photographs of real girls from all over the world, this book provides concise, useful advice about how young women can embrace their physical health, intellectual and emotional balance, individuality, and natural beauty. 
(Source: Goodreads- Paul, Anthea. ""Girlosophy: A Soul Survival Kit."" Goodreads. Goodreads. Web.","['Young women', 'Conduct of life', 'Life skills guides', 'Self-perception in women', 'Health and hygiene', 'Psychology', 'Cooking', 'Religious life', 'Self-actualization (Psychology)', 'Juvenile literature', 'Spiritual formation', 'Teenage girls', 'Self-perception', 'Separation (Psychology)', 'Spiritualism', 'Women and spiritualism', 'Formulas, recipes', 'Love', 'Self-realization', 'Dating (Social customs)', 'Life skills', 'Self-esteem in women', 'Recipes', 'Self-esteem', 'New age publications', ""Women's studies"", 'Self-actualization (psychology)', 'Separation (psychology)', 'Women, health and hygiene', 'Beauty, personal', 'Young women, conduct of life', 'Women, life skills guides', 'Stationery and giftbooks', 'Interpersonal relations', 'How-to and do-it-yourself', 'Self help', 'Food and drink', 'Cookery', ""Women's health""]",api,"Girlosophy “Girlosophy” is a new way of thinking about life that captures the spirit of being a woman in the 21st century. This book is a blueprint for young women seeking to find their own individual truth. It explains all a person needs to know to become a “girlosopher”: an open heart and an open mind, a direct and honest approach, the courage to fail, and an understanding of the spirit within. Yoga, meditation, and karma are all noted as essential to re-centering one’s mind and giving young women a spiritual base from which to work. This new philosophy for girls is designed to help them take charge of their destiny and achieve their full potential. Illustrated with vivid photographs of real girls from all over the world, this book provides concise, useful advice about how young women can embrace their physical health, intellectual and emotional balance, individuality, and natural beauty. 
(Source: Goodreads- Paul, Anthea. ""Girlosophy: A Soul Survival Kit."" Goodreads. Goodreads. Web. ['Young women', 'Conduct of life', 'Life skills guides', 'Self-perception in women', 'Health and hygiene', 'Psychology', 'Cooking', 'Religious life', 'Self-actualization (Psychology)', 'Juvenile literature', 'Spiritual formation', 'Teenage girls', 'Self-perception', 'Separation (Psychology)', 'Spiritualism', 'Women and spiritualism', 'Formulas, recipes', 'Love', 'Self-realization', 'Dating (Social customs)', 'Life skills', 'Self-esteem in women', 'Recipes', 'Self-esteem', 'New age publications', ""Women's studies"", 'Self-actualization (psychology)', 'Separation (psychology)', 'Women, health and hygiene', 'Beauty, personal', 'Young women, conduct of life', 'Women, life skills guides', 'Stationery and giftbooks', 'Interpersonal relations', 'How-to and do-it-yourself', 'Self help', 'Food and drink', 'Cookery', ""Women's health""]","['young women', 'conduct of life', 'life skills guides', 'self-perception in women', 'health and hygiene', 'psychology', 'cooking', 'religious life', 'self-actualization (psychology)', 'juvenile literature', 'spiritual formation', 'teenage girls', 'self-perception', 'separation (psychology)', 'spiritualism', 'women and spiritualism', 'formulas, recipes', 'love', 'self-realization', 'dating (social customs)', 'life skills', 'self-esteem in women', 'recipes', 'self-esteem', 'new age publications', ""women's studies"", 'self-actualization (psychology)', 'separation (psychology)', 'women, health and hygiene', 'beauty, personal', 'young women, conduct of life', 'women, life skills guides', 'stationery and giftbooks', 'interpersonal relations', 'how-to and do-it-yourself', 'self help', 'food and drink', 'cookery', ""women's health""]","girlosophy “girlosophy” is a new way of thinking about life that captures the spirit of being a woman in the 21st century. this book is a blueprint for young women seeking to find their own individual truth. it explains all a person needs to know to become a “girlosopher”: an open heart and an open mind, a direct and honest approach, the courage to fail, and an understanding of the spirit within. yoga, meditation, and karma are all noted as essential to re-centering one’s mind and giving young women a spiritual base from which to work. this new philosophy for girls is designed to help them take charge of their destiny and achieve their full potential. illustrated with vivid photographs of real girls from all over the world, this book provides concise, useful advice about how young women can embrace their physical health, intellectual and emotional balance, individuality, and natural beauty. 
(source: goodreads- paul, anthea. ""girlosophy: a soul survival kit."" goodreads. goodreads. web. ['young women', 'conduct of life', 'life skills guides', 'self-perception in women', 'health and hygiene', 'psychology', 'cooking', 'religious life', 'self-actualization (psychology)', 'juvenile literature', 'spiritual formation', 'teenage girls', 'self-perception', 'separation (psychology)', 'spiritualism', 'women and spiritualism', 'formulas, recipes', 'love', 'self-realization', 'dating (social customs)', 'life skills', 'self-esteem in women', 'recipes', 'self-esteem', 'new age publications', ""women's studies"", 'self-actualization (psychology)', 'separation (psychology)', 'women, health and hygiene', 'beauty, personal', 'young women, conduct of life', 'women, life skills guides', 'stationery and giftbooks', 'interpersonal relations', 'how-to and do-it-yourself', 'self help', 'food and drink', 'cookery', ""women's health""]",3
How to Do Nothing,"Nothing is harder to do these days than nothing. But in a world where our value is determined by our 24/7 data productivity . . . doing nothing may be our most important form of resistance.

So argues artist and critic Jenny Odell in this field guide to doing nothing (at least as capitalism defines it). Odell sees our attention as the most precious—and overdrawn—resource we have. Once we can start paying a new kind of attention, she writes, we can undertake bolder forms of political action, reimagine humankind’s role in the environment, and arrive at more meaningful understandings of happiness and progress.

Far from the simple anti-technology screed, or the back-to-nature meditation we read so often, How to do Nothing is an action plan for thinking outside of capitalist narratives of efficiency and techno-determinism. Provocative, timely, and utterly persuasive, this book is a four-course meal in the age of Soylent.","['Information technology', 'Social aspects', 'Reflection (Philosophy)', 'Attention', 'Philosophy', 'Work', 'Arts', 'TECHNOLOGY & ENGINEERING / Social Aspects', 'NATURE / Environmental Conservation & Protection', 'ART / Digital', 'Attention Economy', 'Internet Art', 'Digital Art', 'Resistance', 'Revolution', 'Technology', 'Art and society', 'Technology, social aspects', 'nyt:hardcover-nonfiction=2020-01-19', 'New York Times bestseller', 'New York Times reviewed', 'Political participation', 'Politics and government', 'Information technology--social aspects', 'Attention--philosophy', 'Work--philosophy', 'Arts--philosophy', 'Nonfiction', 'Self Help', 'Psychology', 'Essays', 'Personal Development', 'Politics', 'Art']",api,"How to Do Nothing Nothing is harder to do these days than nothing. But in a world where our value is determined by our 24/7 data productivity . . . doing nothing may be our most important form of resistance.

So argues artist and critic Jenny Odell in this field guide to doing nothing (at least as capitalism defines it). Odell sees our attention as the most precious—and overdrawn—resource we have. Once we can start paying a new kind of attention, she writes, we can undertake bolder forms of political action, reimagine humankind’s role in the environment, and arrive at more meaningful understandings of happiness and progress.

Far from the simple anti-technology screed, or the back-to-nature meditation we read so often, How to do Nothing is an action plan for thinking outside of capitalist narratives of efficiency and techno-determinism. Provocative, timely, and utterly persuasive, this book is a four-course meal in the age of Soylent. ['Information technology', 'Social aspects', 'Reflection (Philosophy)', 'Attention', 'Philosophy', 'Work', 'Arts', 'TECHNOLOGY & ENGINEERING / Social Aspects', 'NATURE / Environmental Conservation & Protection', 'ART / Digital', 'Attention Economy', 'Internet Art', 'Digital Art', 'Resistance', 'Revolution', 'Technology', 'Art and society', 'Technology, social aspects', 'nyt:hardcover-nonfiction=2020-01-19', 'New York Times bestseller', 'New York Times reviewed', 'Political participation', 'Politics and government', 'Information technology--social aspects', 'Attention--philosophy', 'Work--philosophy', 'Arts--philosophy', 'Nonfiction', 'Self Help', 'Psychology', 'Essays', 'Personal Development', 'Politics', 'Art']","['information technology', 'social aspects', 'reflection (philosophy)', 'attention', 'philosophy', 'work', 'arts', 'technology & engineering / social aspects', 'nature / environmental conservation & protection', 'art / digital', 'attention economy', 'internet art', 'digital art', 'resistance', 'revolution', 'technology', 'art and society', 'technology, social aspects', 'nyt:hardcover-nonfiction=2020-01-19', 'new york times bestseller', 'new york times reviewed', 'political participation', 'politics and government', 'information technology--social aspects', 'attention--philosophy', 'work--philosophy', 'arts--philosophy', 'nonfiction', 'self help', 'psychology', 'essays', 'personal development', 'politics', 'art']","how to do nothing nothing is harder to do these days than nothing. but in a world where our value is determined by our 24/7 data productivity . . . doing nothing may be our most important form of resistance.

so argues artist and critic jenny odell in this field guide to doing nothing (at least as capitalism defines it). odell sees our attention as the most precious—and overdrawn—resource we have. once we can start paying a new kind of attention, she writes, we can undertake bolder forms of political action, reimagine humankind’s role in the environment, and arrive at more meaningful understandings of happiness and progress.

far from the simple anti-technology screed, or the back-to-nature meditation we read so often, how to do nothing is an action plan for thinking outside of capitalist narratives of efficiency and techno-determinism. provocative, timely, and utterly persuasive, this book is a four-course meal in the age of soylent. ['information technology', 'social aspects', 'reflection (philosophy)', 'attention', 'philosophy', 'work', 'arts', 'technology & engineering / social aspects', 'nature / environmental conservation & protection', 'art / digital', 'attention economy', 'internet art', 'digital art', 'resistance', 'revolution', 'technology', 'art and society', 'technology, social aspects', 'nyt:hardcover-nonfiction=2020-01-19', 'new york times bestseller', 'new york times reviewed', 'political participation', 'politics and government', 'information technology--social aspects', 'attention--philosophy', 'work--philosophy', 'arts--philosophy', 'nonfiction', 'self help', 'psychology', 'essays', 'personal development', 'politics', 'art']",7
How to pass exams,"A bestselling guide for students at high school, TAFE and university.Does the thought of exams and tests make you feel panicky?. Do you know how to make the most of those last days before an exam ortest?. Do you worry you'll forget everything you've studied?This bestselling guide explains how to control your anxiety and get goodmarks. Learn how to:. avoid panic attacks. improve your memory. manage your time. cope with different kinds of exams and testsas well as many other essential techniques.Whether you are studying at school, college, university or anywhere else,you need How to Pass Exams. Don't wait till it's too late!","['Examinations', 'Nonfiction', 'Study Aids & Workbooks', 'Technique', 'Study skills', 'Study guides', 'Examinations, study guides', 'How-to and do-it-yourself', 'Self help']",api,"How to pass exams A bestselling guide for students at high school, TAFE and university.Does the thought of exams and tests make you feel panicky?. Do you know how to make the most of those last days before an exam ortest?. Do you worry you'll forget everything you've studied?This bestselling guide explains how to control your anxiety and get goodmarks. Learn how to:. avoid panic attacks. improve your memory. manage your time. cope with different kinds of exams and testsas well as many other essential techniques.Whether you are studying at school, college, university or anywhere else,you need How to Pass Exams. Don't wait till it's too late! ['Examinations', 'Nonfiction', 'Study Aids & Workbooks', 'Technique', 'Study skills', 'Study guides', 'Examinations, study guides', 'How-to and do-it-yourself', 'Self help']","['examinations', 'nonfiction', 'study aids & workbooks', 'technique', 'study skills', 'study guides', 'examinations, study guides', 'how-to and do-it-yourself', 'self help']","how to pass exams a bestselling guide for students at high school, tafe and university.does the thought of exams and tests make you feel panicky?. do you know how to make the most of those last days before an exam ortest?. do you worry you'll forget everything you've studied?this bestselling guide explains how to control your anxiety and get goodmarks. learn how to:. avoid panic attacks. improve your memory. manage your time. cope with different kinds of exams and testsas well as many other essential techniques.whether you are studying at school, college, university or anywhere else,you need how to pass exams. don't wait till it's too late! ['examinations', 'nonfiction', 'study aids & workbooks', 'technique', 'study skills', 'study guides', 'examinations, study guides', 'how-to and do-it-yourself', 'self help']",3
